"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","96061278","49839","Louise Swaniawski","Stamm","42702-5650","84170 Beech Road","927-501-7668 x5987","10","1979-03-30","7301","2024-08-17","1801","5737","","8260","2929","","9021","8798","","3790","1136","","7503","5590","","4406","6668","","1020","2141","","3914","4006","","5197","6629","","3738","6824","","4229","2533","","4758","8013","","5280","4970","","8654","2937","","4192","4368","","1896","9376","","5674","7299","","7368","9745","","2187","6693","","9388","4507","","","","2024-08-28","","00","0","","1","false"
"01517","55590241","21789","Eleanor Boyer","Bergstrom","76989-4722","3886 Warren Close","1-341-251-1276","6","1947-10-08","4446","2023-09-01","6259","6738","","894","8406","","7126","1371","","2840","7615","","6606","7166","","5376","6351","","2314","8990","","5855","7692","","9011","7878","","7343","1541","","2283","2802","","9856","3789","","7210","9497","","3494","8506","","7161","4091","","6663","5048","","8755","4570","","9562","8550","","7751","2550","","4769","655","","","","2024-08-27","","00","0","","1","false"
"01517","13803327","31408","Sadie Keebler","Nikolaus","57055","78458 Ayla Fords","1-409-834-0374 x78318","7","1958-08-11","8682","2024-04-08","5920","5224","","7850","1394","","3987","4380","","2177","2233","","7542","9191","","5134","7004","","620","777","","3474","8151","","7639","319","","2194","1117","","2864","803","","1574","3252","","582","1235","","7027","681","","1612","1663","","387","7396","","7323","3515","","4160","5637","","7009","146","","2563","7485","","","","2024-08-27","","00","0","","1","false"
"01517","24705331","56426","Erik MacGyver","Stamm","98528-9077","767 Hilario Lake","558.441.3591 x242","5","2001-08-07","6620","2024-07-07","7145","9523","","8528","1048","","6180","2749","","1931","22","","3634","724","","3015","4814","","9128","50","","9521","1813","","9442","9357","","8643","5989","","3695","8583","","7227","8470","","6320","6349","","9166","6706","","3677","2387","","5110","4554","","1021","5441","","7239","1365","","7133","1210","","738","859","","","","2024-08-27","","00","0","","1","false"
"01517","36753054","71675","Katrina Krajcik","Bahringer","05645-4126","11737 Chelsey Spur","465.408.0183 x4335","9","1984-01-24","5442","2023-10-21","3496","9554","","2613","2945","","4154","4455","","8994","9399","","2014","8257","","9823","3760","","5815","1074","","5422","5928","","625","5895","","5191","3220","","454","8825","","8770","6829","","6525","7667","","5154","5744","","6138","3889","","6993","9192","","8758","1483","","8790","7290","","1220","7576","","7896","3854","","","","2024-08-27","","00","0","","1","false"
"01517","10608192","26438","Albert Ebert Sr.","Hermann","11095","103 Main Avenue","1-561-314-9190 x558","10","1958-12-23","9513","2024-04-02","4344","55","","2118","7258","","9623","6986","","4229","1688","","3130","2475","","6471","6122","","7521","8043","","3680","6049","","8023","7438","","2654","7055","","4958","7799","","8821","8071","","6661","1663","","1204","7538","","9846","8143","","5443","7171","","5767","5513","","1309","1710","","3297","2764","","5902","7322","","","","2024-08-27","","00","0","","1","false"
"01517","62578050","16026","Walter Block-Yundt","Davis","51121-3437","1909 Klocko Ramp","1-947-694-8506 x46470","5","1964-10-26","8423","2024-04-08","1662","5423","","404","7617","","533","5799","","9510","7758","","1447","1215","","4765","2303","","3045","3242","","286","1862","","3337","8129","","809","4984","","6572","9672","","1502","7333","","5425","9884","","5861","3584","","1955","4291","","4237","1037","","9208","8230","","7855","3135","","2657","3404","","7485","4216","","","","2024-08-28","","00","0","","1","false"
"01517","41015250","45260","Shaun Bogisich","Schimmel","13832-5419","61434 Joe Island","435.367.8176","7","1953-10-27","6502","2024-08-09","1784","2081","","4205","1834","","5622","3774","","8712","8243","","6935","1903","","1035","5630","","8046","6826","","8764","3257","","2873","1665","","2277","2035","","9585","9008","","5281","5483","","2789","7212","","938","6419","","9756","9570","","5266","5360","","2716","4054","","1883","2171","","3541","7339","","3773","5687","","","","2024-08-27","","00","0","","1","false"
"01517","66591273","42717","Kristin Kessler","Kuhic","23249","545 Labadie Forks","715.237.2248 x36528","4","1986-12-31","7363","2023-12-17","2714","6756","","4829","532","","6444","7735","","7686","9838","","949","6703","","8715","7537","","5965","1718","","3832","7179","","2606","6593","","5671","8974","","4888","729","","8843","9536","","7564","8778","","4890","9688","","4482","160","","9044","4981","","3256","4093","","7452","5243","","8072","6354","","5581","5839","","","","2024-08-27","","00","0","","1","false"
"01517","14397522","92067","Dawn Bogan","Hahn","99031","183 Adrianna Heights","(903) 710-6080","9","1986-03-26","8745","2024-04-06","5180","4914","","4420","2689","","5885","7407","","7386","6465","","6593","6684","","3873","9714","","1439","1169","","8271","4968","","2972","7086","","9224","4698","","5167","4180","","4018","5037","","9359","6202","","675","8555","","8632","6623","","7188","6576","","1152","5437","","7486","9562","","7127","1094","","9072","1734","","","","2024-08-27","","00","0","","1","false"
"01517","25205219","89482","Rex Rath","Runolfsson","00026","4568 Water Lane","1-982-408-0844 x012","10","1964-02-20","1069","2023-09-09","2254","4790","","528","4030","","8964","5360","","3846","574","","9848","291","","3704","6779","","6186","8900","","6497","200","","5140","259","","937","9840","","2251","6949","","6361","9651","","3176","7246","","7477","7804","","4802","3258","","9481","8527","","4414","2125","","521","186","","8412","5282","","2402","3420","","","","2024-08-27","","00","0","","1","false"
"01517","14269605","90741","Marshall Kuphal","Koepp","54876-0240","85985 Isac Ports","971.618.6829 x69602","2","1965-12-02","5879","2024-08-01","4488","611","","9705","1524","","977","4453","","2635","9871","","4178","3064","","9940","3216","","9910","730","","6428","9208","","8873","43","","9761","4446","","8072","1860","","1509","2582","","639","658","","3792","9112","","392","1583","","9001","4850","","7468","3554","","1477","9737","","3374","1110","","2050","8400","","","","2024-08-27","","00","0","","1","false"
"01517","57263094","65113","Virginia Botsford","Berge","39222-5340","196 The Grove","284-342-1442","3","1983-08-08","8553","2023-12-02","1792","5666","","7848","389","","5535","5085","","275","3539","","4467","3495","","5734","1797","","7086","2036","","4160","3595","","2175","9181","","3113","991","","3337","5689","","847","5547","","1803","2984","","2238","8079","","6253","1957","","6511","6700","","9419","6055","","6985","5809","","8744","3050","","8154","7059","","","","2024-08-27","","00","0","","1","false"
"01517","25033949","64267","Arthur Hudson","Wehner","71381-1828","896 Melvin Garden","(925) 748-6156 x2194","7","2003-09-19","8609","2024-01-03","2953","1372","","3451","5725","","8240","1141","","4640","694","","6643","2564","","3432","438","","1845","7642","","5032","1448","","3808","3881","","3753","3384","","727","998","","6428","6717","","9896","70","","6178","9004","","3757","8656","","4295","6948","","9067","63","","1497","3000","","3151","9383","","7787","7770","","","","2024-08-27","","00","0","","1","false"
"01517","84540664","98120","Gustavo Strosin","Rice","87650","22219 Velma Haven","276.397.0149 x9474","1","1984-07-19","5541","2024-04-16","3283","8036","","6026","9648","","9724","2370","","7515","5497","","2874","2080","","8532","3173","","2291","2936","","2161","6036","","719","3096","","3911","2062","","8101","9122","","1706","5485","","7545","3981","","1195","1894","","7926","5244","","8071","1721","","2440","583","","5889","947","","7764","1834","","2794","6030","","","","2024-08-27","","00","0","","1","false"
"01517","48238597","70405","Manuel Dickinson","Osinski","49736","8374 Alessia Green","1-237-928-0631 x849","10","1976-12-25","5908","2024-03-07","149","222","","8296","1500","","2279","6198","","5513","6099","","4956","4844","","9092","5788","","9654","9899","","9451","2441","","6851","2308","","5844","2646","","8065","3798","","1912","6153","","1146","2903","","6826","1738","","3407","1397","","5625","924","","4979","3285","","1303","7701","","2163","5045","","8982","3643","","","","2024-08-27","","00","0","","1","false"
"01517","28818342","67456","Myrtle Hermiston-Lemke","Friesen","47955-7550","660 Jerde Walks","474.427.7789","9","1958-02-16","3574","2023-12-04","7695","4739","","5228","9625","","7844","7130","","612","7057","","5923","940","","3811","1185","","3163","8892","","9103","3537","","3647","4367","","6915","8873","","4411","7809","","3971","4029","","875","8112","","6383","8965","","6973","8663","","5943","4925","","5639","5033","","3413","1688","","7571","9347","","661","1859","","","","2024-08-27","","00","0","","1","false"
"01517","57033396","38593","Karen Torp","Fisher","47815","856 Bayer Crest","1-284-341-6491","1","1963-12-06","5995","2024-04-19","5028","1158","","1526","240","","5015","4942","","1906","5882","","9493","3897","","9246","3930","","5627","3358","","1441","7329","","6011","1388","","1909","4308","","8237","7957","","3051","684","","4805","3193","","4982","5890","","1542","5722","","6251","1852","","3801","4389","","4295","432","","8107","386","","838","8154","","","","2024-08-27","","00","0","","1","false"
"01517","90746557","47355","Gerard Von","White","25359-5271","65918 MacGyver Parkway","(241) 538-2868 x68314","5","1953-05-16","7729","2024-07-29","9709","6744","","5729","8277","","9387","2248","","496","9959","","6132","5188","","6142","9302","","7413","2731","","4819","5522","","747","5780","","7783","1279","","3909","2799","","530","2747","","8112","5710","","4691","9175","","5713","3201","","2652","7625","","4013","1333","","976","9642","","6643","2635","","7341","5759","","","","2024-08-27","","00","0","","1","false"
"01517","39217825","72294","Tomas Dibbert MD","McDermott","44138-8740","569 Station Street","507.929.0835 x94361","3","1977-07-24","3498","2024-05-31","3430","4531","","2298","1765","","498","3258","","8505","1476","","7557","3219","","4412","1321","","203","8320","","1521","2479","","9098","3249","","1765","7214","","4447","8653","","5104","5375","","2289","394","","4529","8585","","9619","113","","2278","8325","","2095","6662","","567","5325","","5325","7038","","4168","9378","","","","2024-08-27","","00","0","","1","false"
"01517","53922885","94816","Natasha Kirlin V","Kovacek-Mitchell","06178-9717","555 Oak Avenue","532-393-1584 x40906","3","2004-06-20","9201","2024-08-02","1472","2364","","3391","3368","","7962","8862","","2779","9431","","5155","3568","","9016","2160","","6462","789","","3581","7401","","3678","412","","3788","832","","208","9702","","7633","5229","","6419","9184","","1891","7545","","5227","9644","","5544","9805","","9191","815","","8011","7895","","8497","5478","","5550","23","","","","2024-08-27","","00","0","","1","false"
"01517","17383140","40111","Mary Gottlieb","Beahan","31816-9837","8097 Johanna View","857.844.8551 x65569","2","1998-01-27","2696","2024-03-15","3449","4299","","2733","8549","","126","4755","","7086","3672","","2959","6718","","5175","5300","","524","1800","","6697","7633","","519","3314","","3536","5617","","361","3898","","1200","8432","","885","7589","","8851","6813","","6964","7114","","5296","8647","","2674","6125","","8101","5809","","2736","9994","","2292","6734","","","","2024-08-27","","00","0","","1","false"
"01517","26085071","33840","Dianne Brown","McClure","02980","4949 Berta Club","1-916-652-4927 x34843","4","1986-03-07","5148","2024-07-03","798","4159","","1108","9283","","6613","4616","","8755","5593","","5945","9750","","8672","5867","","5522","8937","","4603","2751","","2053","1202","","2268","5956","","2337","4846","","3755","7954","","9605","272","","8034","7561","","2417","4080","","8592","7159","","266","7530","","5579","9104","","8456","3407","","362","4063","","","","2024-08-27","","00","0","","1","false"
"01517","53058917","67024","Johnnie Herman Sr.","Schaefer","76194-9448","42078 Lincoln Road","372.261.3828 x934","3","1972-01-28","6387","2024-07-26","1659","6409","","183","2629","","7064","5024","","4493","8353","","3896","58","","8554","8857","","4478","8261","","5422","7412","","6772","9486","","5924","4336","","2848","6901","","2008","7350","","5852","971","","5288","4275","","9233","2958","","5852","5806","","3229","8694","","812","1830","","3244","9501","","5481","6019","","","","2024-08-27","","00","0","","1","false"
"01517","25711968","99955","Dr. Vickie Walker II","Leannon","46283","938 Michaela Trail","618-280-3738 x82082","9","2000-11-02","7257","2024-08-03","2853","7841","","2040","257","","9848","1304","","9188","9643","","278","8683","","3064","1520","","988","4522","","3362","3465","","6944","1556","","6665","5847","","1826","7916","","7613","6033","","3486","5182","","2755","9601","","6477","5499","","8608","101","","9992","7527","","1370","5424","","8099","1528","","3040","1744","","","","2024-08-27","","00","0","","1","false"
"01517","55866348","43368","Mrs. Nellie Kshlerin","Lind","46248-2018","623 Dare Road","1-701-791-8922 x00053","5","2005-07-06","4921","2024-03-13","9127","7333","","2342","9924","","3161","9588","","47","1647","","3431","7158","","5289","2084","","8567","2336","","9669","3374","","627","8121","","7371","5736","","2003","1106","","4936","8174","","408","5971","","2100","3362","","8738","622","","69","167","","8854","3826","","5630","7333","","6984","6978","","5254","372","","","","2024-08-27","","00","0","","1","false"
"01517","55074724","17496","Mr. Dallas Block","Douglas","01073","39193 Littel Locks","451.609.2663 x904","6","1968-10-22","4890","2024-05-21","4885","1909","","2269","897","","7180","5662","","8500","2370","","8972","2100","","9950","5995","","4343","3340","","9262","7092","","2815","227","","7398","9648","","1002","7286","","3228","3959","","4448","1517","","7899","3859","","1720","3171","","5064","5941","","1136","1399","","6239","6036","","6017","1076","","5587","1815","","","","2024-08-27","","00","0","","1","false"
"01517","18843630","14251","Mr. Dwight Dach","Davis","74762","669 Meadow Way","1-281-301-2567 x9176","7","1946-04-14","8400","2023-10-08","4406","8411","","8213","6170","","9990","2098","","5387","6206","","4248","8476","","1430","8316","","8590","5932","","5842","352","","2223","1485","","3948","4939","","182","8833","","3307","9993","","753","4074","","6038","5835","","5294","4453","","1365","1583","","3821","3545","","365","9083","","840","9405","","6555","2105","","","","2024-08-27","","00","0","","1","false"
"01517","98671629","31867","Esther Hoeger","Franecki","67804-4885","98637 Conroy Islands","(320) 903-0555 x194","10","1992-09-19","9834","2024-03-22","4334","101","","6733","9131","","3137","8099","","6986","7705","","9007","2457","","5284","940","","9086","2461","","6435","9827","","7289","7783","","8948","5592","","402","4558","","489","116","","1204","6757","","7082","3475","","5792","9451","","432","2270","","2921","6907","","9562","7058","","5558","280","","2103","3484","","","","2024-08-27","","00","0","","1","false"
